source,participant-id,timestamp,sedentary-minutes,lightly-active-minutes,fairly-active-minutes,very-active-minutes,sedentary-active-distance,light-active-distance,moderately-active-distance,very-active-distance
fitbit,4388161847,1461283200.0,945,220,25,77,0,4.92000007629395,1.11000001430511,3.29999995231628
fitbit,4388161847,1461369600.0,749,215,5,58,0,5.34999990463257,0.319999992847443,4.5
fitbit,4388161847,1461456000.0,584,239,8,14,0,6.30000019073486,0.509999990463257,1.08000004291534
fitbit,4388161847,1461542400.0,1054,301,31,11,0,7.84000015258789,1.39999997615814,0.730000019073486
fitbit,4388161847,1461628800.0,673,224,23,14,0,5.26999998092651,1.05999994277954,0.939999997615814
fitbit,4388161847,1461715200.0,684,241,48,11,0,5.3899998664856,2.50999999046326,0.699999988079071
fitbit,4388161847,1461801600.0,878,234,9,19,0,6.03000020980835,0.430000007152557,1.28999996185303
fitbit,4388161847,1461888000.0,1175,236,16,13,0,5.42000007629395,0.889999985694885,0.800000011920929
fitbit,4388161847,1461974400.0,537,300,43,14,0,6.94000005722046,2,0.699999988079071
fitbit,4388161847,1462060800.0,579,241,15,12,0,6.19999980926514,0.680000007152557,1.00999999046326
fitbit,4388161847,1462147200.0,935,204,4,33,0,4.55000019073486,0.0799999982118607,3.76999998092651
fitbit,4388161847,1462233600.0,984,306,18,18,0,7.88000011444092,0.779999971389771,1.12999999523163
fitbit,4388161847,1462320000.0,632,251,21,35,0,5.80000019073486,0.930000007152557,2.78999996185303
fitbit,4388161847,1462406400.0,896,199,39,12,0,5.09000015258789,1.66999995708466,0.629999995231628
fitbit,4388161847,1462492800.0,1100,262,45,33,0,5.92999982833862,2.08999991416931,2.10999989509583
fitbit,4388161847,1462579200.0,508,260,56,120,0,5.32999992370605,2.76999998092651,9.44999980926514
fitbit,4388161847,1462665600.0,576,178,38,107,0,3.23000001907349,1.25999999046326,9.89000034332275
fitbit,4388161847,1462752000.0,1020,258,19,6,0,6.78999996185303,0.730000019073486,0.340000003576279
fitbit,4388161847,1462838400.0,648,267,14,13,0,6.46000003814697,0.649999976158142,0.810000002384186
fitbit,4388161847,1462924800.0,858,256,18,8,0,6.53000020980835,0.790000021457672,0.529999971389771
fitbit,4388161847,1463011200.0,825,108,0,0,0,2.58999991416931,0,0
fitbit,4445114986,1460419200.0,787,196,0,0,0,2.20000004768372,0,0
fitbit,4445114986,1460505600.0,840,194,0,0,0,1.99000000953674,0,0
fitbit,4445114986,1460592000.0,717,231,0,0,0,2.67000007629395,0,0
fitbit,4445114986,1460678400.0,711,350,0,0,0,4.82999992370605,0,0
fitbit,4445114986,1460764800.0,716,225,0,0,0,2.65000009536743,0,0
fitbit,4445114986,1460851200.0,1219,114,0,0,0,1.51999998092651,0,0
fitbit,4445114986,1460937600.0,1247,162,6,25,0,1.95000004768372,0.28999999165535,2
fitbit,4445114986,1461024000.0,895,121,0,0,0,1.38999998569489,0,0
fitbit,4445114986,1461110400.0,841,137,0,0,0,1.38999998569489,0,0
fitbit,4445114986,1461196800.0,756,215,0,0,0,2.53999996185303,0,0
fitbit,4445114986,1461283200.0,706,317,0,0,0,4.57999992370605,0,0
fitbit,4445114986,1461369600.0,1239,201,0,0,0,2.9300000667572,0,0
fitbit,4445114986,1461456000.0,1196,244,0,0,0,3.35999989509583,0,0
fitbit,4445114986,1461542400.0,916,179,0,0,0,2.26999998092651,0,0
fitbit,4445114986,1461628800.0,839,180,1,29,0,1.96000003814697,0.0399999991059303,2.41000008583069
fitbit,4445114986,1461715200.0,839,194,1,32,0,2.38000011444092,0.0299999993294477,2.61999988555908
fitbit,4445114986,1461801600.0,762,236,0,0,0,3.00999999046326,0,0
fitbit,4445114986,1461888000.0,1106,226,0,0,0,3.13000011444092,0,0
fitbit,4445114986,1461974400.0,797,290,0,0,0,4.17999982833862,0,0
fitbit,4445114986,1462060800.0,741,240,0,0,0,3.50999999046326,0,0
fitbit,4445114986,1462147200.0,667,200,4,27,0,2.34999990463257,0.189999997615814,2.21000003814697
fitbit,4445114986,1462233600.0,725,233,2,30,0,2.57999992370605,0.109999999403954,2.48000001907349
fitbit,4445114986,1462320000.0,897,180,0,0,0,1.96000003814697,0,0
fitbit,4445114986,1462406400.0,734,185,6,2,0,2.1800000667572,0.239999994635582,0.119999997317791
fitbit,4445114986,1462492800.0,809,229,0,0,0,3.02999997138977,0,0
fitbit,4445114986,1462579200.0,866,108,4,26,0,1.25,0.189999997615814,2.13000011444092
fitbit,4445114986,1462665600.0,733,308,8,0,0,4.65000009536743,0.25,0
fitbit,4445114986,1462752000.0,641,266,0,0,0,3.53999996185303,0,0
fitbit,4445114986,1462838400.0,783,231,0,0,0,2.63000011444092,0,0
fitbit,4445114986,1462924800.0,622,232,22,34,0,2.85999989509583,1,2.25
fitbit,4445114986,1463011200.0,380,58,0,0,0,0.519999980926514,0,0
fitbit,4558609924,1460419200.0,1122,318,0,0,0,3.39000010490417,0,0
fitbit,4558609924,1460505600.0,1287,127,7,19,0,1.61000001430511,0.439999997615814,1.24000000953674
fitbit,4558609924,1460592000.0,1161,279,0,0,0,4.48999977111816,0,0
fitbit,4558609924,1460678400.0,1131,262,30,17,0,3.73000001907349,0.839999973773956,0.589999973773956
fitbit,4558609924,1460764800.0,1112,308,12,8,0,3.5,0.75,0.550000011920929
fitbit,4558609924,1460851200.0,1110,304,19,7,0,4.71000003814697,1.13999998569489,0.550000011920929
fitbit,4558609924,1460937600.0,1080,331,15,14,0,4,0.930000007152557,0.980000019073486
fitbit,4558609924,1461024000.0,1182,248,9,1,0,3.16000008583069,0.360000014305115,0.0500000007450581
fitbit,4558609924,1461110400.0,1218,222,0,0,0,3.17000007629395,0,0
fitbit,4558609924,1461196800.0,844,432,21,6,0,7.69999980926514,0.970000028610229,0.419999986886978
fitbit,4558609924,1461283200.0,1122,273,25,20,0,3.47000002861023,1.5,1.37000000476837
fitbit,4558609924,1461369600.0,1122,308,5,5,0,4.01000022888184,0.200000002980232,0.340000003576279
fitbit,4558609924,1461456000.0,1045,395,0,0,0,5.65000009536743,0,0
fitbit,4558609924,1461542400.0,993,340,10,18,0,4.51000022888184,0.25,0.589999973773956
fitbit,4558609924,1461628800.0,1062,283,41,12,0,3.58999991416931,2.02999997138977,0.430000007152557
fitbit,4558609924,1461715200.0,1087,312,14,27,0,3.46000003814697,0.889999985694885,1.96000003814697
fitbit,4558609924,1461801600.0,985,367,11,1,0,5.94999980926514,0.270000010728836,0.0199999995529652
fitbit,4558609924,1461888000.0,1096,197,29,15,0,2.30999994277954,1.85000002384186,1.01999998092651
fitbit,4558609924,1461974400.0,1111,293,29,7,0,4.46000003814697,1.88999998569489,0.469999998807907
fitbit,4558609924,1462060800.0,1121,190,0,0,0,2.26999998092651,0,0
fitbit,4558609924,1462147200.0,1057,383,0,0,0,5.21999979019165,0,0
fitbit,4558609924,1462233600.0,1172,237,10,21,0,2.59999990463257,0.280000001192093,0.600000023841858
fitbit,4558609924,1462320000.0,1188,252,0,0,0,3.46000003814697,0,0
fitbit,4558609924,1462406400.0,1048,370,8,14,0,5.51000022888184,0.5,1.00999999046326
fitbit,4558609924,1462492800.0,1238,202,0,0,0,2.48000001907349,0,0
fitbit,4558609924,1462579200.0,1116,233,16,23,0,2.82999992370605,1,1.61000001430511
fitbit,4558609924,1462665600.0,1019,238,35,66,0,2.01999998092651,0.5,1.79999995231628
fitbit,4558609924,1462752000.0,1065,339,30,6,0,5.51999998092651,1.62000000476837,0.430000007152557
fitbit,4558609924,1462838400.0,1191,220,18,11,0,2.39000010490417,1.12000000476837,0.740000009536743
fitbit,4558609924,1462924800.0,1081,324,31,4,0,3.94000005722046,1.82000005245209,0.259999990463257
fitbit,4558609924,1463011200.0,736,247,0,0,0,4.17000007629395,0,0
fitbit,4702921684,1460419200.0,718,263,0,0,0,5.84999990463257,0,0
fitbit,4702921684,1460505600.0,777,258,0,0,0,5.57999992370605,0,0
fitbit,4702921684,1460592000.0,772,271,0,0,0,6.36999988555908,0,0
fitbit,4702921684,1460678400.0,944,256,8,1,0,4.78999996185303,0.419999986886978,0.0700000002980232
fitbit,4702921684,1460764800.0,556,335,24,3,0,7.53999996185303,1.25,0.239999994635582
fitbit,4702921684,1460851200.0,437,302,66,12,0,5.88000011444092,3.46000003814697,0.959999978542328
fitbit,4702921684,1460937600.0,890,191,30,22,0,4.07000017166138,1.49000000953674,1.82000005245209
fitbit,4702921684,1461024000.0,757,179,8,10,0,4.19000005722046,0.370000004768372,0.879999995231628
fitbit,4702921684,1461110400.0,717,260,29,2,0,5.73000001907349,1.23000001907349,0.159999996423721
fitbit,4702921684,1461196800.0,901,144,41,4,0,2.94000005722046,2.04999995231628,0.310000002384186
